rating_id,user_id,product_id,rating,review,timestamp
113,363,1350,3.6,Good product overall. Highly recommend.,2026-06-03T10:27:10.008268
114,2371,201,5.0,Good product overall. Highly recommend.,2025-11-06T10:27:10.008580
115,629,321,5.0,Good product overall. Highly recommend.,2025-08-27T10:27:10.008927
116,1295,1263,5.0,Good product overall. Highly recommend.,2026-03-16T10:27:10.009289
117,2139,1487,2.8,Good product overall. Decent value.,2026-06-05T10:27:10.009600
118,634,852,3.4,Good product overall. Decent value.,2025-11-22T10:27:10.009979
119,2212,686,5.0,Good product overall. Highly recommend.,2025-08-06T10:27:10.010372
120,3301,874,3.3,Good product overall. Decent value.,2025-07-08T10:27:10.010873
121,697,642,5.0,Good product overall. Highly recommend.,2026-01-18T10:27:10.011267
122,2797,512,4.4,Good product overall. Highly recommend.,2026-05-15T10:27:10.011621
123,3859,567,3.5,Good product overall. Decent value.,2025-08-24T10:27:10.012231
124,254,1457,5.0,Good product overall. Highly recommend.,2026-05-20T10:27:10.012596
125,2777,621,3.4,Good product overall. Decent value.,2025-12-26T10:27:10.013021
126,1986,1529,5.0,Good product overall. Highly recommend.,2025-06-08T10:27:10.013357
127,4688,231,5.0,Good product overall. Highly recommend.,2025-07-28T10:27:10.013663
128,3330,1285,3.2,Good product overall. Decent value.,2026-03-20T10:27:10.014063
129,3328,987,4.5,Good product overall. Highly recommend.,2026-02-28T10:27:10.014390
130,2245,1440,5.0,Good product overall. Highly recommend.,2025-09-25T10:27:10.014830
131,4973,993,4.5,Good product overall. Highly recommend.,2026-05-11T10:27:10.015150
132,2103,671,5.0,Good product overall. Highly recommend.,2025-12-17T10:27:10.015460
133,1227,771,3.9,Good product overall. Highly recommend.,2025-12-08T10:27:10.015825
134,2240,17,2.9,Good product overall. Decent value.,2025-12-29T10:27:10.016145
135,2138,821,5.0,Good product overall. Highly recommend.,2025-11-19T10:27:10.016451
136,2159,1210,5.0,Good product overall. Highly recommend.,2025-06-16T10:27:10.016804
137,3400,1025,4.7,Good product overall. Highly recommend.,2025-09-27T10:27:10.017131
138,2113,692,5.0,Good product overall. Highly recommend.,2025-09-13T10:27:10.017570
139,4085,327,5.0,Good product overall. Highly recommend.,2026-04-11T10:27:10.017946
140,2459,238,4.8,Good product overall. Highly recommend.,2026-04-17T10:27:10.018291
141,455,784,4.2,Good product overall. Highly recommend.,2025-08-25T10:27:10.018673
142,620,44,4.9,Good product overall. Highly recommend.,2025-06-27T10:27:10.019091
143,2901,677,5.0,Good product overall. Highly recommend.,2026-05-15T10:27:10.019406
144,1396,1141,4.6,Good product overall. Highly recommend.,2025-08-29T10:27:10.019748
145,2672,782,5.0,Good product overall. Highly recommend.,2026-01-22T10:27:10.020077
146,2374,555,3.4,Good product overall. Decent value.,2026-01-03T10:27:10.020393
147,1126,572,5.0,Good product overall. Highly recommend.,2026-01-23T10:27:10.020687
148,3313,297,4.4,Good product overall. Highly recommend.,2025-07-18T10:27:10.021068
149,4343,39,4.6,Good product overall. Highly recommend.,2025-06-12T10:27:10.021396
150,358,710,3.2,Good product overall. Decent value.,2026-04-03T10:27:10.021744
151,3591,466,4.7,Good product overall. Highly recommend.,2025-07-04T10:27:10.022080
152,1449,851,4.2,Good product overall. Highly recommend.,2026-01-27T10:27:10.022399
153,3640,1265,3.4,Good product overall. Decent value.,2026-03-24T10:27:10.023041
154,515,522,4.2,Good product overall. Highly recommend.,2025-08-21T10:27:10.023571
155,4137,1363,3.5,Good product overall. Decent value.,2026-03-21T10:27:10.024009
156,3648,12,5.0,Good product overall. Highly recommend.,2025-07-03T10:27:10.024351
157,644,1104,4.3,Good product overall. Highly recommend.,2026-05-31T10:27:10.024672
158,3516,91,4.5,Good product overall. Highly recommend.,2026-01-21T10:27:10.025081
159,3490,451,4.2,Good product overall. Highly recommend.,2025-10-07T10:27:10.025458
160,1849,316,4.8,Good product overall. Highly recommend.,2025-07-07T10:27:10.025844
161,3207,958,4.2,Good product overall. Highly recommend.,2026-04-13T10:27:10.026177
162,389,1400,4.1,Good product overall. Highly recommend.,2026-04-04T10:27:10.026553
163,685,941,4.1,Good product overall. Highly recommend.,2026-05-22T10:27:10.026939
164,3543,1013,3.0,Good product overall. Decent value.,2025-06-18T10:27:10.027260
165,2850,937,5.0,Good product overall. Highly recommend.,2026-04-10T10:27:10.027559
166,4399,1455,5.0,Good product overall. Highly recommend.,2026-06-03T10:27:10.027907
167,3877,920,4.4,Good product overall. Highly recommend.,2026-03-06T10:27:10.028216
168,2327,1039,5.0,Good product overall. Highly recommend.,2025-12-02T10:27:10.028619
169,3579,936,3.1,Good product overall. Decent value.,2025-07-20T10:27:10.029021
170,3959,877,4.5,Good product overall. Highly recommend.,2026-05-13T10:27:10.029338
171,3506,888,4.8,Good product overall. Highly recommend.,2025-06-18T10:27:10.029796
172,4949,190,4.9,Good product overall. Highly recommend.,2026-03-07T10:27:10.030113
173,1906,1134,3.8,Good product overall. Highly recommend.,2026-04-06T10:27:10.030415
174,1682,531,2.9,Good product overall. Decent value.,2025-07-15T10:27:10.030842
175,1238,1213,3.3,Good product overall. Decent value.,2026-03-16T10:27:10.031179
176,1448,927,4.8,Good product overall. Highly recommend.,2025-07-22T10:27:10.031479
177,4381,994,3.9,Good product overall. Highly recommend.,2025-11-01T10:27:10.031844
178,2297,950,5.0,Good product overall. Highly recommend.,2026-05-09T10:27:10.032147
179,4721,1073,3.0,Good product overall. Decent value.,2025-06-19T10:27:10.032441
180,2829,93,5.0,Good product overall. Highly recommend.,2026-01-19T10:27:10.032790
181,3812,587,5.0,Good product overall. Highly recommend.,2025-11-17T10:27:10.033149
182,4370,1211,5.0,Good product overall. Highly recommend.,2025-09-02T10:27:10.033453
183,743,60,3.3,Good product overall. Decent value.,2026-03-13T10:27:10.033819
184,3318,701,5.0,Good product overall. Highly recommend.,2026-05-05T10:27:10.034146
185,1771,1090,4.1,Good product overall. Highly recommend.,2026-05-29T10:27:10.034489
186,4422,1146,3.3,Good product overall. Decent value.,2025-12-04T10:27:10.034884
187,316,1006,5.0,Good product overall. Highly recommend.,2025-11-11T10:27:10.035187
188,1380,1330,5.0,Good product overall. Highly recommend.,2025-07-06T10:27:10.035610
189,1974,816,4.2,Good product overall. Highly recommend.,2026-02-10T10:27:10.036007
190,2762,762,4.8,Good product overall. Highly recommend.,2025-07-22T10:27:10.036318
191,2606,217,3.3,Good product overall. Decent value.,2025-10-24T10:27:10.036617
192,630,776,4.0,Good product overall. Highly recommend.,2025-11-06T10:27:10.036975
193,4691,311,4.2,Good product overall. Highly recommend.,2025-12-10T10:27:10.037276
194,3249,1110,5.0,Good product overall. Highly recommend.,2026-02-27T10:27:10.037578
195,446,791,3.1,Good product overall. Decent value.,2025-12-03T10:27:10.037926
196,3078,499,4.4,Good product overall. Highly recommend.,2026-03-01T10:27:10.038228
197,497,296,4.7,Good product overall. Highly recommend.,2026-03-06T10:27:10.038589
198,2261,669,4.2,Good product overall. Highly recommend.,2025-08-28T10:27:10.038962
199,3173,41,5.0,Good product overall. Highly recommend.,2026-05-27T10:27:10.039269
200,3598,1255,4.5,Good product overall. Highly recommend.,2025-10-11T10:27:10.039566
201,4579,419,4.4,Good product overall. Highly recommend.,2026-04-17T10:27:10.039995
202,1640,1098,4.8,Good product overall. Highly recommend.,2026-01-09T10:27:10.040311
203,459,241,5.0,Good product overall. Highly recommend.,2025-07-13T10:27:10.040606
204,3581,10,4.3,Good product overall. Highly recommend.,2025-09-02T10:27:10.040962
205,4222,600,4.1,Good product overall. Highly recommend.,2026-02-02T10:27:10.041261
206,4617,1458,3.8,Good product overall. Highly recommend.,2026-05-23T10:27:10.041555
207,2267,12,4.2,Good product overall. Highly recommend.,2026-02-10T10:27:10.042022
208,2566,1437,5.0,Good product overall. Highly recommend.,2025-06-05T10:27:10.042331
209,11,849,4.9,Good product overall. Highly recommend.,2025-07-29T10:27:10.042726
210,4068,1427,5.0,Good product overall. Highly recommend.,2025-11-21T10:27:10.043091
211,4631,566,5.0,Good product overall. Highly recommend.,2025-06-21T10:27:10.043393
212,3853,502,4.1,Good product overall. Highly recommend.,2026-06-03T10:27:10.043731
213,2316,583,4.4,Good product overall. Highly recommend.,2025-07-28T10:27:10.044054
214,2580,105,5.0,Good product overall. Highly recommend.,2026-02-01T10:27:10.044345
215,2153,119,4.5,Good product overall. Highly recommend.,2026-04-02T10:27:10.044635
216,4340,1001,4.9,Good product overall. Highly recommend.,2026-03-16T10:27:10.044991
217,3486,933,3.8,Good product overall. Highly recommend.,2026-04-08T10:27:10.045284
218,36,386,5.0,Good product overall. Highly recommend.,2026-05-12T10:27:10.045615
219,410,657,5.0,Good product overall. Highly recommend.,2026-04-06T10:27:10.045963
220,4469,1277,5.0,Good product overall. Highly recommend.,2025-12-20T10:27:10.046252
221,2691,1006,4.0,Good product overall. Highly recommend.,2026-02-18T10:27:10.046660
222,4162,1111,5.0,Good product overall. Highly recommend.,2025-09-01T10:27:10.047018
223,1475,580,4.6,Good product overall. Highly recommend.,2026-05-24T10:27:10.047316
224,1311,784,4.6,Good product overall. Highly recommend.,2025-09-22T10:27:10.047608
225,22,667,4.4,Good product overall. Highly recommend.,2025-12-11T10:27:10.048042
226,1833,645,3.6,Good product overall. Highly recommend.,2025-11-28T10:27:10.048345
227,1148,1421,5.0,Good product overall. Highly recommend.,2025-12-03T10:27:10.048634
228,2619,150,5.0,Good product overall. Highly recommend.,2026-05-08T10:27:10.048991
229,1545,240,4.2,Good product overall. Highly recommend.,2026-01-27T10:27:10.049290
230,661,959,3.5,Good product overall. Decent value.,2025-10-24T10:27:10.049584
231,4180,1133,4.2,Good product overall. Highly recommend.,2025-12-11T10:27:10.049948
232,2961,28,3.4,Good product overall. Decent value.,2025-07-22T10:27:10.050252
233,987,1529,5.0,Good product overall. Highly recommend.,2025-07-15T10:27:10.050618
234,720,548,5.0,Good product overall. Highly recommend.,2025-12-04T10:27:10.050972
235,759,1534,5.0,Good product overall. Highly recommend.,2026-04-14T10:27:10.051265
236,181,261,5.0,Good product overall. Highly recommend.,2026-06-04T10:27:10.051548
237,2116,1009,5.0,Good product overall. Highly recommend.,2026-05-15T10:27:10.051893
238,3062,563,3.4,Good product overall. Decent value.,2025-10-29T10:27:10.052192
239,4946,1189,5.0,Good product overall. Highly recommend.,2026-02-17T10:27:10.052484
240,1262,443,4.4,Good product overall. Highly recommend.,2025-06-12T10:27:10.052833
241,1192,1280,5.0,Good product overall. Highly recommend.,2025-11-22T10:27:10.053236
242,4684,1151,5.0,Good product overall. Highly recommend.,2025-08-11T10:27:10.053548
243,3671,544,4.1,Good product overall. Highly recommend.,2025-10-10T10:27:10.054014
244,1664,1253,3.2,Good product overall. Decent value.,2026-03-20T10:27:10.054329
245,3029,1382,3.5,Good product overall. Decent value.,2026-02-21T10:27:10.054715
246,397,1235,4.3,Good product overall. Highly recommend.,2026-05-10T10:27:10.055050
247,3382,752,3.4,Good product overall. Decent value.,2026-05-13T10:27:10.055381
248,664,899,3.4,Good product overall. Decent value.,2026-04-03T10:27:10.055781
249,3910,417,3.6,Good product overall. Highly recommend.,2026-01-04T10:27:10.056095
250,710,1261,3.9,Good product overall. Highly recommend.,2025-12-27T10:27:10.056388
251,570,1097,4.4,Good product overall. Highly recommend.,2025-10-28T10:27:10.056717
252,4740,798,3.6,Good product overall. Highly recommend.,2026-02-28T10:27:10.057041
253,2437,883,4.0,Good product overall. Highly recommend.,2025-10-30T10:27:10.057335
254,1598,717,3.4,Good product overall. Decent value.,2025-12-31T10:27:10.057623
255,2582,1514,4.8,Good product overall. Highly recommend.,2025-08-04T10:27:10.057974
256,3055,574,5.0,Good product overall. Highly recommend.,2025-08-27T10:27:10.058264
257,3016,241,2.9,Good product overall. Decent value.,2025-08-31T10:27:10.058636
258,2619,1196,5.0,Good product overall. Highly recommend.,2026-01-06T10:27:10.059002
259,1907,782,5.0,Good product overall. Highly recommend.,2026-04-11T10:27:10.059297
260,3668,1094,4.8,Good product overall. Highly recommend.,2025-08-13T10:27:10.059587
261,3366,981,5.0,Good product overall. Highly recommend.,2026-02-03T10:27:10.059934
262,380,1380,3.5,Good product overall. Decent value.,2026-06-01T10:27:10.060328
263,1276,576,5.0,Good product overall. Highly recommend.,2026-02-18T10:27:10.060621
264,1819,493,5.0,Good product overall. Highly recommend.,2025-09-10T10:27:10.060971
265,1961,1294,3.1,Good product overall. Decent value.,2025-08-18T10:27:10.061266
266,34,792,5.0,Good product overall. Highly recommend.,2025-12-21T10:27:10.061554
267,1258,56,4.7,Good product overall. Highly recommend.,2026-01-24T10:27:10.061926
268,199,12,5.0,Good product overall. Highly recommend.,2026-01-31T10:27:10.062228
269,3568,1119,5.0,Good product overall. Highly recommend.,2025-10-29T10:27:10.062582
270,2484,1055,4.0,Good product overall. Highly recommend.,2025-09-23T10:27:10.062943
271,1252,1336,4.2,Good product overall. Highly recommend.,2026-03-15T10:27:10.063291
272,2577,951,4.7,Good product overall. Highly recommend.,2025-09-19T10:27:10.063597
273,3429,1242,5.0,Good product overall. Highly recommend.,2026-02-22T10:27:10.063951
274,4125,847,2.8,Good product overall. Decent value.,2026-02-20T10:27:10.064246
275,1586,995,4.6,Good product overall. Highly recommend.,2025-08-25T10:27:10.064541
276,1207,1077,3.4,Good product overall. Decent value.,2026-05-14T10:27:10.064905
277,3772,1156,3.2,Good product overall. Decent value.,2025-07-29T10:27:10.065210
278,4441,1190,3.7,Good product overall. Highly recommend.,2025-10-11T10:27:10.065505
279,413,1024,4.6,Good product overall. Highly recommend.,2025-10-10T10:27:10.065906
280,814,742,4.4,Good product overall. Highly recommend.,2025-11-15T10:27:10.066308
281,855,284,3.2,Good product overall. Decent value.,2025-09-19T10:27:10.066674
282,3392,1353,5.0,Good product overall. Highly recommend.,2025-11-11T10:27:10.067031
283,4321,943,5.0,Good product overall. Highly recommend.,2025-06-19T10:27:10.067318
284,4141,357,5.0,Good product overall. Highly recommend.,2026-05-02T10:27:10.067603
285,4461,868,5.0,Good product overall. Highly recommend.,2025-11-19T10:27:10.067945
286,113,24,3.9,Good product overall. Highly recommend.,2025-11-13T10:27:10.068255
287,4290,1033,3.2,Good product overall. Decent value.,2026-03-16T10:27:10.068553
288,4817,997,3.3,Good product overall. Decent value.,2026-03-14T10:27:10.068904
289,1408,757,4.6,Good product overall. Highly recommend.,2026-01-20T10:27:10.069215
290,2643,773,4.4,Good product overall. Highly recommend.,2026-05-25T10:27:10.069509
291,4473,865,5.0,Good product overall. Highly recommend.,2025-06-24T10:27:10.069867
292,4889,921,3.2,Good product overall. Decent value.,2025-07-17T10:27:10.070168
293,827,585,4.7,Good product overall. Highly recommend.,2025-07-28T10:27:10.070517
294,4953,935,4.0,Good product overall. Highly recommend.,2026-02-14T10:27:10.070902
295,339,253,4.6,Good product overall. Highly recommend.,2025-09-07T10:27:10.071212
296,2166,435,4.8,Good product overall. Highly recommend.,2026-06-03T10:27:10.071506
297,4474,1266,5.0,Good product overall. Highly recommend.,2025-12-10T10:27:10.071859
298,2118,1486,3.5,Good product overall. Decent value.,2025-09-07T10:27:10.072271
299,4514,934,4.7,Good product overall. Highly recommend.,2026-01-17T10:27:10.072598
300,2021,1094,3.5,Good product overall. Decent value.,2025-11-04T10:27:10.072996
301,4418,652,4.3,Good product overall. Highly recommend.,2025-06-16T10:27:10.073328
302,1110,938,4.0,Good product overall. Highly recommend.,2026-03-04T10:27:10.073640
303,1774,205,3.1,Good product overall. Decent value.,2025-09-20T10:27:10.074019
304,243,1409,4.5,Good product overall. Highly recommend.,2025-11-01T10:27:10.074318
305,3400,1532,3.9,Good product overall. Highly recommend.,2025-12-24T10:27:10.074673
306,4964,1311,5.0,Good product overall. Highly recommend.,2025-10-05T10:27:10.075032
307,2488,1302,3.4,Good product overall. Decent value.,2026-05-24T10:27:10.075357
308,4086,1088,5.0,Good product overall. Highly recommend.,2026-06-01T10:27:10.075666
309,1734,1440,4.2,Good product overall. Highly recommend.,2026-03-09T10:27:10.076035
310,2740,1316,5.0,Good product overall. Highly recommend.,2026-02-02T10:27:10.076328
311,876,899,3.4,Good product overall. Decent value.,2025-09-09T10:27:10.076617
312,4068,1081,3.1,Good product overall. Decent value.,2026-04-25T10:27:10.076969
313,2622,684,4.9,Good product overall. Highly recommend.,2025-07-15T10:27:10.077276
314,1925,202,5.0,Good product overall. Highly recommend.,2025-10-23T10:27:10.077572
315,638,411,4.1,Good product overall. Highly recommend.,2026-03-12T10:27:10.077920
316,3916,245,4.6,Good product overall. Highly recommend.,2025-11-19T10:27:10.078220
317,2213,282,4.3,Good product overall. Highly recommend.,2025-08-01T10:27:10.078665
318,2065,565,3.6,Good product overall. Highly recommend.,2026-04-10T10:27:10.079035
319,4462,1018,3.5,Good product overall. Decent value.,2026-02-10T10:27:10.079333
320,320,1480,4.4,Good product overall. Highly recommend.,2025-07-25T10:27:10.079622
321,3347,979,4.0,Good product overall. Highly recommend.,2026-05-20T10:27:10.079981
322,2531,1082,5.0,Good product overall. Highly recommend.,2025-10-23T10:27:10.080275
323,2247,1067,5.0,Good product overall. Highly recommend.,2025-11-12T10:27:10.080562
324,112,519,5.0,Good product overall. Highly recommend.,2025-12-17T10:27:10.080904
325,3679,906,3.6,Good product overall. Highly recommend.,2025-11-20T10:27:10.081205
326,958,285,4.6,Good product overall. Highly recommend.,2025-06-13T10:27:10.081497
327,4187,995,5.0,Good product overall. Highly recommend.,2025-10-30T10:27:10.081850
328,1026,703,3.9,Good product overall. Highly recommend.,2025-12-12T10:27:10.082208
329,2464,1360,3.7,Good product overall. Highly recommend.,2025-12-16T10:27:10.082619
330,3457,1152,4.4,Good product overall. Highly recommend.,2026-03-08T10:27:10.083008
331,1464,1250,4.7,Good product overall. Highly recommend.,2026-05-08T10:27:10.083326
332,1328,949,3.4,Good product overall. Decent value.,2025-11-02T10:27:10.083653
333,2223,968,3.0,Good product overall. Decent value.,2025-06-29T10:27:10.084013
334,811,49,4.0,Good product overall. Highly recommend.,2026-01-23T10:27:10.084315
335,1866,214,4.5,Good product overall. Highly recommend.,2025-10-24T10:27:10.084774
336,1912,1469,4.7,Good product overall. Highly recommend.,2025-06-27T10:27:10.085101
337,4306,1101,3.9,Good product overall. Highly recommend.,2026-02-04T10:27:10.085399
338,1106,1262,5.0,Good product overall. Highly recommend.,2025-09-04T10:27:10.085745
339,4963,1365,4.6,Good product overall. Highly recommend.,2026-03-27T10:27:10.086117
340,2934,318,4.9,Good product overall. Highly recommend.,2026-01-27T10:27:10.086428
341,4105,867,5.0,Good product overall. Highly recommend.,2026-03-02T10:27:10.086873
342,3378,1154,5.0,Good product overall. Highly recommend.,2026-04-22T10:27:10.087173
