product_id,name,category,price,description,rating,num_reviews,image_url,in_stock,tags,brand,views,purchases
11,Vivo V30 Pro,Smartphones,350000,"50MP IMX920 camera, Dimensity 8200, 80W FlashCharge, 4600mAh battery",4.2,191,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400,True,"smartphones,vivo,50mp imx920 camera",Vivo,455,383
12,Realme GT 5 Pro,Smartphones,480000,"Snapdragon 8 Gen 3, 50MP Sony IMX890, 100W fast charging, 5400mAh battery",4.4,250,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400,True,"smartphones,realme,snapdragon 8 gen 3",Realme,3200,50
13,Nokia G42 5G,Smartphones,135000,"Snapdragon 480+ 5G, repairability focus, 50MP camera, 5000mAh, Nokia 3-year guarantee",4.0,297,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400,True,"smartphones,nokia,snapdragon 480+ 5g",Nokia,3062,305
14,Motorola Edge 40 Pro,Smartphones,520000,"Snapdragon 8 Gen 2, 165Hz pOLED, 125W TurboPower charging, 4600mAh battery",4.3,113,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400,True,"smartphones,motorola,snapdragon 8 gen 2",Motorola,475,348
15,OnePlus 12,Smartphones,890000,"Snapdragon 8 Gen 3, Hasselblad camera, 100W SUPERVOOC, 5400mAh, 120Hz ProXDR",4.6,131,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400,True,"smartphones,oneplus,snapdragon 8 gen 3",OnePlus,753,447
16,Tecno Phantom X2 Pro,Smartphones,280000,"Retractable portrait lens, Dimensity 9000, 5160mAh battery, 45W charging",4.4,134,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400,True,"smartphones,tecno,retractable portrait lens",Tecno,3213,152
17,Itel P55+,Smartphones,65000,"Budget 4G phone, 6000mAh battery, 6.6-inch display, 13MP camera, Android 13",3.9,247,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400,True,"smartphones,itel,budget 4g phone",Itel,3088,93
18,Samsung Galaxy Z Fold 5,Smartphones,2100000,"Foldable flagship, 7.6-inch inner display, S-Pen ready, Snapdragon 8 Gen 2",4.5,204,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400,True,"smartphones,samsung,foldable flagship",Samsung,2287,369
19,Huawei Pura 70 Pro,Smartphones,980000,"Kirin 9010, variable aperture lens, 80W fast charging, satellite messaging",4.5,346,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400,False,"smartphones,huawei,kirin 9010",Huawei,1501,283
20,Sony Xperia 1 VI,Smartphones,1250000,"21:9 4K OLED, Snapdragon 8 Gen 3, pro camera controls, 5000mAh, 30W charge",4.4,140,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400,True,"smartphones,sony,21:9 4k oled",Sony,3208,148
21,HP Pavilion 15 Laptop,Laptops,850000,"Intel Core i7 12th Gen, 16GB RAM, 512GB SSD, 15.6-inch FHD display, Windows 11",4.6,342,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,hp,intel core i7 12th gen",HP,1899,360
22,MacBook Pro 14 M3,Laptops,1980000,"Apple M3 Pro chip, 18GB RAM, 512GB SSD, 14.2-inch Liquid Retina XDR, 18hr battery",4.9,181,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m3 pro chip",MacBook,558,127
23,Dell XPS 15,Laptops,1450000,"Intel Core i9, 32GB RAM, 1TB SSD, 15.6-inch OLED touchscreen, NVIDIA RTX 4070",4.7,31,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,dell,intel core i9",Dell,3386,147
24,Lenovo IdeaPad 3,Laptops,620000,"AMD Ryzen 5 7520U, 8GB RAM, 256GB SSD, 15.6-inch FHD, Windows 11 Home",4.3,48,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,lenovo,amd ryzen 5 7520u",Lenovo,4746,458
25,Asus ROG Strix G16,Laptops,1750000,"Intel Core i9-13980HX, 16GB RAM, 1TB SSD, RTX 4070, 16-inch 240Hz QHD",4.6,176,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,asus,intel core i9-13980hx",Asus,4189,212
26,MacBook Air M2,Laptops,1350000,"Apple M2 chip, 8GB RAM, 256GB SSD, 13.6-inch Liquid Retina, 18-hour battery",4.8,344,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m2 chip",MacBook,2269,81
27,Acer Aspire 5,Laptops,580000,"Intel Core i5 12th Gen, 8GB RAM, 512GB SSD, 15.6-inch FHD, backlit keyboard",4.2,141,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,acer,intel core i5 12th gen",Acer,4515,144
28,HP EliteBook 840 G10,Laptops,1100000,"Intel Core i7-1365U, 16GB RAM, 512GB SSD, 14-inch IPS, vPro security features",4.5,314,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,hp,intel core i7-1365u",HP,4880,214
29,Dell Inspiron 15,Laptops,720000,"Intel Core i5-1335U, 16GB RAM, 512GB SSD, 15.6-inch FHD, Windows 11, webcam",4.3,200,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,dell,intel core i5-1335u",Dell,1233,270
30,Lenovo ThinkPad X1 Carbon,Laptops,1650000,"Intel Core i7-1365U, 16GB RAM, 1TB SSD, 14-inch IPS, legendary keyboard, MIL-SPEC",4.7,267,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,False,"laptops,lenovo,intel core i7-1365u",Lenovo,485,450
31,Microsoft Surface Laptop 5,Laptops,1200000,"Intel Core i7, 16GB RAM, 512GB SSD, 13.5-inch PixelSense, Windows 11 Pro",4.5,71,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,microsoft,intel core i7",Microsoft,1410,415
32,HP Spectre x360,Laptops,1380000,"Intel Core i7-1355U, 16GB RAM, 1TB SSD, 14-inch OLED touchscreen, 2-in-1 design",4.6,231,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,hp,intel core i7-1355u",HP,3252,205
33,Asus VivoBook 15,Laptops,520000,"Intel Core i5 11th Gen, 8GB RAM, 512GB SSD, 15.6-inch FHD, ASUS NumberPad",4.2,320,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,asus,intel core i5 11th gen",Asus,4434,138
34,MSI Titan GT77,Laptops,3200000,"Intel Core i9-13980HX, 64GB RAM, 2TB SSD, RTX 4090, 17.3-inch 4K 144Hz",4.5,298,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,msi,intel core i9-13980hx",MSI,194,358
35,Razer Blade 15,Laptops,2450000,"Intel Core i9-13950HX, 32GB RAM, 1TB SSD, RTX 4080, 15.6-inch QHD 240Hz",4.6,73,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,razer,intel core i9-13950hx",Razer,4498,394
36,Huawei MateBook X Pro,Laptops,1150000,"Intel Core i7-1360P, 16GB RAM, 1TB SSD, 14.2-inch 3.1K touchscreen, 60W USB-C",4.4,151,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,huawei,intel core i7-1360p",Huawei,2886,67
37,LG Gram 16,Laptops,1250000,"Intel Core i7-1360P, 16GB RAM, 1TB SSD, 16-inch WQXGA IPS, 1.19kg ultra-light",4.5,165,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,lg,intel core i7-1360p",LG,3816,11
38,Samsung Galaxy Book3 Pro,Laptops,1300000,"Intel Core i7-1360P, 16GB RAM, 512GB SSD, 16-inch 3K AMOLED, Galaxy ecosystem",4.4,149,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,samsung,intel core i7-1360p",Samsung,1563,269
39,Acer Predator Helios 300,Laptops,1200000,"Intel Core i7-13700HX, 16GB RAM, 512GB SSD, RTX 4060, 15.6-inch QHD 165Hz",4.5,69,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,acer,intel core i7-13700hx",Acer,2544,440
40,HP Omen 16,Laptops,1350000,"AMD Ryzen 7 7745HX, 16GB RAM, 512GB SSD, RTX 4070, 16.1-inch QHD 165Hz",4.4,342,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,hp,amd ryzen 7 7745hx",HP,1729,88
41,Sony WH-1000XM5 Headphones,Electronics,450000,"Industry-leading noise cancellation, 30hr battery, crystal clear hands-free calling, comfortable design",4.9,206,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,True,"electronics,sony,industry-leading noise cancellation",Sony,4518,498
42,Apple AirPods Pro 2nd Gen,Electronics,320000,"Active noise cancellation, Adaptive Audio, Personalized Spatial Audio, H2 chip, USB-C",4.8,286,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,True,"electronics,apple,active noise cancellation",Apple,2755,260
43,Samsung Galaxy Buds2 Pro,Electronics,180000,"Hi-Fi 24-bit audio, intelligent ANC, 360 audio, IPX7, 29hr total battery life",4.6,24,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,True,"electronics,samsung,hi-fi 24-bit audio",Samsung,3073,459
44,JBL Charge 5 Bluetooth Speaker,Electronics,150000,"IP67 waterproof, 20hr playtime, PartyBoost, built-in power bank, punchy bass",4.7,172,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,True,"electronics,jbl,ip67 waterproof",JBL,2073,459
45,Sony SRS-XB43 Speaker,Electronics,125000,"Extra bass, IP67, 24hr battery, LED lighting, hands-free calling, TWS pairing",4.5,305,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,True,"electronics,sony,extra bass",Sony,801,384
46,Bose QuietComfort 45,Electronics,380000,"Noise cancellation, Aware mode, 24hr battery, lightweight, premium audio quality",4.7,263,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,True,"electronics,bose,noise cancellation",Bose,4463,402
47,Apple HomePod mini,Electronics,95000,"Smart speaker, Siri, 360-degree audio, Ultra Wideband chip, smart home hub",4.4,79,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,True,"electronics,apple,smart speaker",Apple,3993,494
48,LG OLED 55-inch TV,Electronics,1850000,"55-inch OLED evo, 4K 120Hz, Dolby Vision/Atmos, webOS, AI Picture Pro, G-Sync",4.8,296,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,True,"electronics,lg,55-inch oled evo",LG,4422,456
49,Samsung 65-inch QLED TV,Electronics,1650000,"65-inch Neo QLED, 4K 120Hz, Quantum HDR 2000, Gaming Hub, SmartThings",4.6,325,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,True,"electronics,samsung,65-inch neo qled",Samsung,1835,485
50,TCL 50-inch 4K TV,Electronics,520000,"50-inch 4K LED, Android TV, HDR10, Dolby Audio, Google Assistant built-in",4.3,291,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,True,"electronics,tcl,50-inch 4k led",TCL,1747,375
51,PlayStation 5,Electronics,650000,"Sony PS5, 825GB SSD, 4K 120fps, ray tracing, DualSense haptic feedback, backward compatible",4.8,174,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,True,"electronics,playstation,sony ps5",PlayStation,3159,234
52,Xbox Series X,Electronics,620000,"Microsoft Xbox, 1TB SSD, 4K 120fps, Quick Resume, Game Pass ready, backward compatible",4.7,279,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,True,"electronics,xbox,microsoft xbox",Xbox,2130,125
53,Nintendo Switch OLED,Electronics,380000,"7-inch OLED screen, enhanced audio, 64GB storage, tabletop/TV/handheld modes",4.7,47,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,True,"electronics,nintendo,7-inch oled screen",Nintendo,4919,293
54,Canon EOS R50 Mirrorless,Electronics,780000,"24.2MP APS-C sensor, 4K 30fps video, dual-pixel AF, 15fps burst, vlogging features",4.6,132,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,True,"electronics,canon,24.2mp aps-c sensor",Canon,158,46
55,Sony Alpha A7 IV,Electronics,1850000,"33MP full-frame BSI sensor, 4K 60fps, 759 phase-detect AF points, dual card slots",4.8,338,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,False,"electronics,sony,33mp full-frame bsi sensor",Sony,652,473
56,DJI Mini 4 Pro Drone,Electronics,1200000,"4K 100fps, 3-axis stabilization, 34min flight, OcuSync 4, Tri-Directional obstacle sensing",4.7,31,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,True,"electronics,dji,4k 100fps",DJI,680,273
57,GoPro Hero 12 Black,Electronics,350000,"5.3K60 video, 27MP photos, HyperSmooth 6.0, waterproof 10m, Enduro battery",4.5,136,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,True,"electronics,gopro,5.3k60 video",GoPro,4076,119
58,Kindle Paperwhite 5,Electronics,85000,"6.8-inch display, 300ppi, adjustable warm light, waterproof, 10-week battery, 32GB",4.6,291,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,True,"electronics,kindle,6.8-inch display",Kindle,4777,305
59,iPad Air M2,Electronics,780000,"M2 chip, 11-inch Liquid Retina, USB-C, Apple Pencil Pro, WiFi 6E, 256GB options",4.7,257,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,True,"electronics,ipad,m2 chip",iPad,3974,423
60,Amazon Echo Show 10,Electronics,145000,"10.1-inch HD display, Alexa, 360-degree rotation, smart home hub, 13MP camera",4.3,223,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400,True,"electronics,amazon,10.1-inch hd display",Amazon,894,347
61,Midea 1.5HP Split AC,Home & Kitchen,320000,"1.5HP inverter split AC, 5-star energy rating, turbo cool, auto-clean, WiFi control",4.4,235,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,True,"home & kitchen,midea,1.5hp inverter split ac",Midea,3467,249
62,LG 7kg Front Loader Washing Machine,Home & Kitchen,480000,"7kg capacity, 6 motion inverter, steam wash, TurboDrum, AI DD technology",4.5,42,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,True,"home & kitchen,lg,7kg capacity",LG,906,41
63,Samsung Side-by-Side Refrigerator,Home & Kitchen,850000,"617L capacity, All-Around cooling, Twin Cooling Plus, SpaceMax, ice maker",4.6,221,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,True,"home & kitchen,samsung,617l capacity",Samsung,995,137
64,Bosch Microwave Oven 25L,Home & Kitchen,125000,"25L capacity, 900W, grill function, touch control, AutoPilot programs, stainless",4.3,113,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,True,"home & kitchen,bosch,25l capacity",Bosch,3775,81
65,Philips Air Fryer 4.1L,Home & Kitchen,89000,"4.1L, Rapid Air technology, 80% less fat, digital display, 7 presets, non-stick",4.6,231,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,True,"home & kitchen,philips,4.1l",Philips,3889,137
66,Nasco 43-inch Smart TV,Home & Kitchen,250000,"43-inch FHD Smart TV, Android, built-in WiFi, Bluetooth, 2 HDMI, 2 USB ports",4.2,53,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,True,"home & kitchen,nasco,43-inch fhd smart tv",Nasco,4608,60
67,Thermocool 2-Door Refrigerator,Home & Kitchen,185000,"228L, 2-door frost-free, LED lighting, vegetable crisper, quick freeze, A+ rating",4.1,40,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,True,"home & kitchen,thermocool,228l",Thermocool,4528,438
68,Scanfrost Stand Mixer,Home & Kitchen,45000,"3.5L bowl, 6-speed, dough hook/whisk/beater, tilt-head design, 250W motor",4.3,22,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,True,"home & kitchen,scanfrost,3.5l bowl",Scanfrost,2036,95
69,Tiger Rice Cooker 1.8L,Home & Kitchen,38000,"1.8L, 10-cup, tacook simultaneous cooking, non-stick inner pot, keep warm function",4.5,223,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,True,"home & kitchen,tiger,1.8l",Tiger,1851,452
70,Panasonic Inverter AC 1HP,Home & Kitchen,245000,"1HP inverter, econavi, nanoe-G air purification, powerful cooling, energy-saving",4.3,220,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,True,"home & kitchen,panasonic,1hp inverter",Panasonic,1448,204
71,Bruhm Gas Cooker 4-Burner,Home & Kitchen,95000,"4-burner gas cooker, tempered glass top, auto-ignition, oven with grill, 60cm",4.2,16,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,True,"home & kitchen,bruhm,4-burner gas cooker",Bruhm,2272,484
72,Midea Chest Freezer 300L,Home & Kitchen,165000,"300L chest freezer, LED lighting, lock & key, fast freeze, drain plug, A+ energy",4.4,247,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,True,"home & kitchen,midea,300l chest freezer",Midea,4652,348
73,Dyson V15 Detect Vacuum,Home & Kitchen,650000,"Laser dust detection, piezo sensor, 60min runtime, HEPA filtration, LCD screen",4.7,264,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,True,"home & kitchen,dyson,laser dust detection",Dyson,2530,121
74,Instant Pot Duo 7-in-1,Home & Kitchen,95000,"6Qt, pressure cooker/slow cooker/rice cooker/steamer/sauté/yogurt/warmer",4.6,44,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,True,"home & kitchen,instant,6qt",Instant,4541,41
75,KitchenAid Stand Mixer,Home & Kitchen,285000,"4.8L, 10-speed, 59 touchpoints, tilt-head, 12 attachments, die-cast metal",4.8,175,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,False,"home & kitchen,kitchenaid,4.8l",KitchenAid,4885,254
76,Nespresso Vertuo Coffee Machine,Home & Kitchen,185000,"Centrifusion technology, 5 cup sizes, automatic capsule ejection, 40-second heat",4.5,272,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,True,"home & kitchen,nespresso,centrifusion technology",Nespresso,4450,90
77,LG Dishwasher 14 Place,Home & Kitchen,320000,"14 place settings, EasyRack Plus, TrueSteam, inverter motor, A+++ energy rating",4.3,44,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,True,"home & kitchen,lg,14 place settings",LG,756,445
78,Binatone 20L Microwave,Home & Kitchen,45000,"20L, 700W, 5 power levels, defrost, timer, child lock, easy clean interior",4.1,110,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,False,"home & kitchen,binatone,20l",Binatone,656,355
79,Haier Thermocool 1.5HP AC,Home & Kitchen,285000,"1.5HP split AC, UV sterilization, 5-in-1 filter, turbo cool, sleep mode, timer",4.2,135,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,True,"home & kitchen,haier,1.5hp split ac",Haier,4766,136
80,Kenwood Food Processor,Home & Kitchen,125000,"2.1L, 1000W, stainless blades, dough attachment, julienne disc, spatula included",4.4,311,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400,True,"home & kitchen,kenwood,2.1l",Kenwood,771,224
81,Nike Air Zoom Pegasus 40,Fashion,120000,"Running shoe, React foam cushioning, Air Zoom unit, breathable mesh, reflective",4.5,313,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,nike,running shoe",Nike,2691,488
82,Adidas Ultraboost 23,Fashion,145000,"BOOST midsole, Primeknit+ upper, Continental rubber outsole, Linear Energy Push",4.6,148,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,adidas,boost midsole",Adidas,2673,132
83,Levi's 501 Original Jeans,Fashion,65000,"Classic straight fit, 100% cotton denim, button fly, iconic back pocket stitching",4.4,150,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,levi's,classic straight fit",Levi's,2557,244
84,Ralph Lauren Polo Shirt,Fashion,45000,"Classic fit polo, 100% cotton piqué, signature embroidered logo, 30+ colors",4.3,176,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,ralph,classic fit polo",Ralph,694,14
85,Zara Fitted Blazer,Fashion,85000,"Slim fit blazer, polyester-viscose blend, 2-button closure, welt pockets, lined",4.2,249,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,zara,slim fit blazer",Zara,4712,61
86,Gucci GG Canvas Tote Bag,Fashion,380000,"GG Supreme canvas, leather trim, double handles, zipper closure, dust bag",4.7,52,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,gucci,gg supreme canvas",Gucci,4244,145
87,Ray-Ban Aviator Classic,Fashion,95000,"Crystal glass lenses, gold metal frame, UV400 protection, spring hinges, case",4.6,82,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,ray-ban,crystal glass lenses",Ray-Ban,663,460
88,Timberland 6-inch Premium Boot,Fashion,135000,"Waterproof nubuck leather, removable ortholite footbed, rubber outsole, eco-conscious",4.5,140,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,timberland,waterproof nubuck leather",Timberland,1392,234
89,H&M Patterned Dress,Fashion,25000,"Jersey fabric, regular fit, round neck, short sleeves, all-over print, knee length",4.1,293,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,h&m,jersey fabric",H&M,4433,14
90,Prada Saffiano Leather Wallet,Fashion,185000,"Saffiano leather, 8 card slots, zip coin pocket, Prada logo plaque, gift box",4.5,298,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,prada,saffiano leather",Prada,948,490
91,Converse Chuck Taylor All Star,Fashion,55000,"Canvas upper, OrthoLite cushioning, vulcanized rubber outsole, iconic star logo",4.4,83,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,converse,canvas upper",Converse,976,390
92,Balenciaga Triple S Sneaker,Fashion,650000,"Chunky sole, mesh upper, leather overlays, Triple S branding, collector's item",4.3,298,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,balenciaga,chunky sole",Balenciaga,2408,319
93,Louis Vuitton Speedy 30,Fashion,950000,"Monogram canvas, cowhide leather trim, padlock, D-ring, luggage tag, dust bag",4.8,122,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,louis,monogram canvas",Louis,1767,361
94,Wrangler Relaxed Fit Cargo,Fashion,42000,"Cotton-polyester blend, multiple pockets, reinforced stitching, outdoor ready",4.2,339,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,wrangler,cotton-polyester blend",Wrangler,4240,260
95,New Balance 574 Classic,Fashion,75000,"ENCAP midsole, suede/mesh upper, T-beam shank, classic NB logo, retro style",4.4,143,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,new,encap midsole",New,516,57
96,Fila Disruptor 2 Platform,Fashion,68000,"Chunky platform sole, leather upper, Fila branding, serrated rubber outsole",4.3,339,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,fila,chunky platform sole",Fila,2366,32
97,Ankara Print Maxi Dress,Fashion,18000,"100% cotton, traditional Ankara wax print, A-line silhouette, Nigerian craftsmanship",4.5,16,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,ankara,100% cotton",Ankara,1171,336
98,Agbada Traditional Suit,Fashion,85000,"Embroidered Agbada set, 3-piece, Aso-oke fabric, traditional Nigerian formal wear",4.6,149,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,agbada,embroidered agbada set",Agbada,3719,292
99,Senator Native Wear Set,Fashion,35000,"Cotton senator fabric, embroidered details, 2-piece set, Nigerian menswear",4.4,233,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,senator,cotton senator fabric",Senator,1016,48
100,Fascia Isiagu Shirt,Fashion,28000,"Isiagu traditional fabric, lion head pattern, 100% cotton, Igbo formal attire",4.3,91,https://images.unsplash.com/photo-1441984904996-e0b6ba687e04?w=400,True,"fashion,fascia,isiagu traditional fabric",Fascia,3124,308
101,Atomic Habits by James Clear,Books,8500,"Tiny changes, remarkable results. Build good habits, break bad ones, master the system",4.8,297,https://images.unsplash.com/photo-1512820790803-83ca734da794?w=400,True,"books,atomic,tiny changes",Atomic,1144,31
102,Rich Dad Poor Dad by Kiyosaki,Books,7500,"Financial literacy, asset vs liability, investing mindset, passive income strategies",4.7,172,https://images.unsplash.com/photo-1512820790803-83ca734da794?w=400,True,"books,rich,financial literacy",Rich,426,470
